SMILES,targets
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH2:3][CH:13]([CH3:14])[CH3:15])[NH2:5])[C:16]([O:17][CH2:19][CH3:20])=[O:18].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH2:3][CH:13]([CH3:14])[CH3:15])[CH2:6][N:7]([C:16]([O:17][CH2:19][CH3:20])=[O:18])[CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH2:3][CH:13]([CH3:14])[CH3:15])[NH2:5])[C:16]([O:17][CH2:19][CH3:20])=[O:18].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH2:3][CH:13]([CH3:14])[CH3:15])[CH2:6][N:7]([C:16]([O:17][CH2:19][CH3:20])=[O:18])[CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH2:3][CH:12]([CH3:13])[CH3:14])[NH2:5])[C:15]([O:16][CH2:18][CH3:19])=[O:17].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH3:10]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH2:3][CH:12]([CH3:13])[CH3:14])[CH2:6][N:7]([C:15]([O:16][CH2:18][CH3:19])=[O:17])[CH2:8]1)([CH2:9][CH3:11])[CH3:10],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH2:3][CH:13]([CH3:14])[CH3:15])[NH2:5])[C:16]([O:17][CH2:19][CH3:20])=[O:18].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH2:3][CH:13]([CH3:14])[CH3:15])[CH2:6][N:7]([C:16]([O:17][CH2:19][CH3:20])=[O:18])[CH2:8]2)[CH2:9][CH2:11][O:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH2:3][CH:14]([CH3:15])[CH3:16])[NH2:5])[C:17]([O:18][CH2:20][CH3:21])=[O:19].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH2:3][CH:14]([CH3:15])[CH3:16])[CH2:6][N:7]([C:17]([O:18][CH2:20][CH3:21])=[O:19])[CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][CH2:16]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][CH2:16]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:17][CH2:19][CH2:18]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:17][CH2:19][CH2:18]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][CH2:16]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][CH2:16]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:16][CH2:18][CH2:17]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:16][CH2:18][CH2:17]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][CH2:15]1)[NH2:5])[C:17]([O:18][CH2:20][CH3:21])=[O:19].O=[CH:2][c:1]1[cH:9][cH:11][n:13][cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][CH2:15]3)[CH2:6][N:7]([C:17]([O:18][CH2:20][CH3:21])=[O:19])[CH2:8]2)[cH:9][cH:11][n:13][cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][CH2:16]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([CH3:14])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][CH2:16]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[cH:9][cH:11][c:13]([CH3:14])[n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][CH2:15]1)[NH2:5])[C:17]([O:18][CH2:20][CH3:21])=[O:19].O=[CH:2][c:1]1[cH:9][c:11]([CH3:13])[o:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][CH2:15]3)[CH2:6][N:7]([C:17]([O:18][CH2:20][CH3:21])=[O:19])[CH2:8]2)[cH:9][c:11]([CH3:13])[o:12][n:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][CH2:14]1)[NH2:5])[C:16]([O:17][CH2:19][CH3:20])=[O:18].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:13][CH2:15][CH2:14]3)[CH2:6][N:7]([C:16]([O:17][CH2:19][CH3:20])=[O:18])[CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][CH2:14]1)[NH2:5])[C:16]([O:17][CH2:19][CH3:20])=[O:18].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH:3]2[CH2:13][CH2:15][CH2:14]2)[CH2:6][N:7]([C:16]([O:17][CH2:19][CH3:20])=[O:18])[CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:12][CH2:14][CH2:13]1)[NH2:5])[C:15]([O:16][CH2:18][CH3:19])=[O:17].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH3:10]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH:3]2[CH2:12][CH2:14][CH2:13]2)[CH2:6][N:7]([C:15]([O:16][CH2:18][CH3:19])=[O:17])[CH2:8]1)([CH2:9][CH3:11])[CH3:10],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][CH2:14]1)[NH2:5])[C:16]([O:17][CH2:19][CH3:20])=[O:18].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:13][CH2:15][CH2:14]3)[CH2:6][N:7]([C:16]([O:17][CH2:19][CH3:20])=[O:18])[CH2:8]2)[CH2:9][CH2:11][O:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][CH2:15]1)[NH2:5])[C:17]([O:18][CH2:20][CH3:21])=[O:19].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][CH2:15]3)[CH2:6][N:7]([C:17]([O:18][CH2:20][CH3:21])=[O:19])[CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][CH2:19][CH2:18][CH2:16]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][CH2:19][CH2:18][CH2:16]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:17][CH2:19][CH2:21][CH2:20][CH2:18]1)[NH2:5])[C:22]([O:23][CH2:25][CH3:26])=[O:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:17][CH2:19][CH2:21][CH2:20][CH2:18]3)[CH2:6][N:7]([C:22]([O:23][CH2:25][CH3:26])=[O:24])[CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][CH2:19][CH2:18][CH2:16]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][CH2:19][CH2:18][CH2:16]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:16][CH2:18][CH2:20][CH2:19][CH2:17]1)[NH2:5])[C:21]([O:22][CH2:24][CH3:25])=[O:23].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:16][CH2:18][CH2:20][CH2:19][CH2:17]3)[CH2:6][N:7]([C:21]([O:22][CH2:24][CH3:25])=[O:23])[CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][CH2:18][CH2:17][CH2:15]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][c:1]1[cH:9][cH:11][n:13][cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][CH2:18][CH2:17][CH2:15]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[cH:9][cH:11][n:13][cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][CH2:19][CH2:18][CH2:16]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([CH3:14])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][CH2:19][CH2:18][CH2:16]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([CH3:14])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][CH2:18][CH2:17][CH2:15]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][c:1]1[cH:9][c:11]([CH3:13])[o:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][CH2:18][CH2:17][CH2:15]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[cH:9][c:11]([CH3:13])[o:12][n:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][CH2:17][CH2:16][CH2:14]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:13][CH2:15][CH2:17][CH2:16][CH2:14]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][CH2:17][CH2:16][CH2:14]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH:3]2[CH2:13][CH2:15][CH2:17][CH2:16][CH2:14]2)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:12][CH2:14][CH2:16][CH2:15][CH2:13]1)[NH2:5])[C:17]([O:18][CH2:20][CH3:21])=[O:19].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH3:10]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH:3]2[CH2:12][CH2:14][CH2:16][CH2:15][CH2:13]2)[CH2:6][N:7]([C:17]([O:18][CH2:20][CH3:21])=[O:19])[CH2:8]1)([CH2:9][CH3:11])[CH3:10],0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][CH2:17][CH2:16][CH2:14]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:13][CH2:15][CH2:17][CH2:16][CH2:14]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[CH2:9][CH2:11][O:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][CH2:18][CH2:17][CH2:15]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][CH2:18][CH2:17][CH2:15]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][O:19][CH2:18][CH2:16]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][O:19][CH2:18][CH2:16]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:17][CH2:19][O:21][CH2:20][CH2:18]1)[NH2:5])[C:22]([O:23][CH2:25][CH3:26])=[O:24].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:17][CH2:19][O:21][CH2:20][CH2:18]3)[CH2:6][N:7]([C:22]([O:23][CH2:25][CH3:26])=[O:24])[CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][O:19][CH2:18][CH2:16]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][O:19][CH2:18][CH2:16]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:16][CH2:18][O:20][CH2:19][CH2:17]1)[NH2:5])[C:21]([O:22][CH2:24][CH3:25])=[O:23].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:16][CH2:18][O:20][CH2:19][CH2:17]3)[CH2:6][N:7]([C:21]([O:22][CH2:24][CH3:25])=[O:23])[CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][O:18][CH2:17][CH2:15]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][c:1]1[cH:9][cH:11][n:13][cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][O:18][CH2:17][CH2:15]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[cH:9][cH:11][n:13][cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][O:19][CH2:18][CH2:16]1)[NH2:5])[C:20]([O:21][CH2:23][CH3:24])=[O:22].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([CH3:14])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][O:19][CH2:18][CH2:16]3)[CH2:6][N:7]([C:20]([O:21][CH2:23][CH3:24])=[O:22])[CH2:8]2)[cH:9][cH:11][c:13]([CH3:14])[n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][O:18][CH2:17][CH2:15]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][c:1]1[cH:9][c:11]([CH3:13])[o:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][O:18][CH2:17][CH2:15]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[cH:9][c:11]([CH3:13])[o:12][n:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][O:17][CH2:16][CH2:14]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:13][CH2:15][O:17][CH2:16][CH2:14]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][O:17][CH2:16][CH2:14]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH:3]2[CH2:13][CH2:15][O:17][CH2:16][CH2:14]2)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:12][CH2:14][O:16][CH2:15][CH2:13]1)[NH2:5])[C:17]([O:18][CH2:20][CH3:21])=[O:19].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH3:10]>>[CH:1]([CH:2]1[NH:5][CH:4]([CH:3]2[CH2:12][CH2:14][O:16][CH2:15][CH2:13]2)[CH2:6][N:7]([C:17]([O:18][CH2:20][CH3:21])=[O:19])[CH2:8]1)([CH2:9][CH3:11])[CH3:10],1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:13][CH2:15][O:17][CH2:16][CH2:14]1)[NH2:5])[C:18]([O:19][CH2:21][CH3:22])=[O:20].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:13][CH2:15][O:17][CH2:16][CH2:14]3)[CH2:6][N:7]([C:18]([O:19][CH2:21][CH3:22])=[O:20])[CH2:8]2)[CH2:9][CH2:11][O:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][O:18][CH2:17][CH2:15]1)[NH2:5])[C:19]([O:20][CH2:22][CH3:23])=[O:21].O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][O:18][CH2:17][CH2:15]3)[CH2:6][N:7]([C:19]([O:20][CH2:22][CH3:23])=[O:21])[CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][N:19]([C:20](=[O:21])[O:22][CH2:23][c:24]2[cH:25][cH:27][cH:29][cH:28][cH:26]2)[CH2:18][CH2:16]1)[NH2:5])[C:30]([O:31][CH2:33][CH3:34])=[O:32].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][N:19]([C:20](=[O:21])[O:22][CH2:23][c:24]4[cH:25][cH:27][cH:29][cH:28][cH:26]4)[CH2:18][CH2:16]3)[CH2:6][N:7]([C:30]([O:31][CH2:33][CH3:34])=[O:32])[CH2:8]2)[cH:9][cH:11][c:13]([F:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:17][CH2:19][N:21]([C:22](=[O:23])[O:24][CH2:25][c:26]2[cH:27][cH:29][cH:31][cH:30][cH:28]2)[CH2:20][CH2:18]1)[NH2:5])[C:32]([O:33][CH2:35][CH3:36])=[O:34].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:17][CH2:19][N:21]([C:22](=[O:23])[O:24][CH2:25][c:26]4[cH:27][cH:29][cH:31][cH:30][cH:28]4)[CH2:20][CH2:18]3)[CH2:6][N:7]([C:32]([O:33][CH2:35][CH3:36])=[O:34])[CH2:8]2)[cH:9][cH:11][c:13]([C:14]([CH3:15])=[O:16])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:15][CH2:17][N:19]([C:20](=[O:21])[O:22][CH2:23][c:24]2[cH:25][cH:27][cH:29][cH:28][cH:26]2)[CH2:18][CH2:16]1)[NH2:5])[C:30]([O:31][CH2:33][CH3:34])=[O:32].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:15][CH2:17][N:19]([C:20](=[O:21])[O:22][CH2:23][c:24]4[cH:25][cH:27][cH:29][cH:28][cH:26]4)[CH2:18][CH2:16]3)[CH2:6][N:7]([C:30]([O:31][CH2:33][CH3:34])=[O:32])[CH2:8]2)[cH:9][cH:11][c:13]([OH:14])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:16][CH2:18][N:20]([C:21](=[O:22])[O:23][CH2:24][c:25]2[cH:26][cH:28][cH:30][cH:29][cH:27]2)[CH2:19][CH2:17]1)[NH2:5])[C:31]([O:32][CH2:34][CH3:35])=[O:33].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:16][CH2:18][N:20]([C:21](=[O:22])[O:23][CH2:24][c:25]4[cH:26][cH:28][cH:30][cH:29][cH:27]4)[CH2:19][CH2:17]3)[CH2:6][N:7]([C:31]([O:32][CH2:34][CH3:35])=[O:33])[CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][N:7]([CH2:6][CH:4]([CH:3]1[CH2:14][CH2:16][N:18]([C:19](=[O:20])[O:21][CH2:22][c:23]2[cH:24][cH:26][cH:28][cH:27][cH:25]2)[CH2:17][CH2:15]1)[NH2:5])[C:29]([O:30][CH2:32][CH3:33])=[O:31].O=[CH:2][c:1]1[cH:9][cH:11][n:13][cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([CH:3]3[CH2:14][CH2:16][N:18]([C:19](=[O:20])[O:21][CH2:22][c:23]4[cH:24][cH:26][cH:28][cH:27][cH:25]4)[CH2:17][CH2:15]3)[CH2:6][N:7]([C:29]([O:30][CH2:32][CH3:33])=[O:31])[CH2:8]2)[cH:9][cH:11][n:13][cH:12][cH:10]1,1
