SMILES,targets
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]([C:18]([CH3:19])=[O:20])[cH:16][cH:14]1)[NH2:5].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]([C:18]([CH3:19])=[O:20])[cH:16][cH:14]2)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]([C:18]([CH3:19])=[O:20])[cH:16][cH:14]1)[NH2:5].O=[CH:2][CH2:1][C:9]([F:10])([F:11])[F:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]([C:18]([CH3:19])=[O:20])[cH:16][cH:14]2)[CH2:6][O:7][CH2:8]1)[C:9]([F:10])([F:11])[F:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:15][cH:17][cH:19][n:18][cH:16]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][cH:19][n:18][cH:16]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][cH:18][cH:20][n:19][cH:17]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][cH:20][n:19][cH:17]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][cH:18][cH:20][n:19][cH:17]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][cH:20][n:19][cH:17]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:17][cH:19][cH:21][n:20][cH:18]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:17][cH:19][cH:21][n:20][cH:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][cH:17][n:16][cH:14]1)[NH2:5].O=[CH:2][c:1]1[cH:9][o:11][cH:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][cH:17][n:16][cH:14]3)[CH2:6][O:7][CH2:8]2)[cH:9][o:11][cH:12][n:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][cH:17][n:16][cH:14]1)[NH2:5].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][cH:17][n:16][cH:14]3)[CH2:6][O:7][CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:11][cH:13][cH:15][n:14][cH:12]1)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:11][cH:13][cH:15][n:14][cH:12]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][cH:17][n:16][cH:14]1)[NH2:5].O=[CH:2][CH2:1][C:9]([F:10])([F:11])[F:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][cH:17][n:16][cH:14]2)[CH2:6][O:7][CH2:8]1)[C:9]([F:10])([F:11])[F:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:15][o:17][cH:18][n:16]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][o:17][cH:18][n:16]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][o:18][cH:19][n:17]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][o:18][cH:19][n:17]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][o:18][cH:19][n:17]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][o:18][cH:19][n:17]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:17][o:19][cH:20][n:18]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:17][o:19][cH:20][n:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][o:16][cH:17][n:15]1)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][o:16][cH:17][n:15]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][o:15][cH:16][n:14]1)[NH2:5].O=[CH:2][c:1]1[cH:9][o:11][cH:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][o:15][cH:16][n:14]3)[CH2:6][O:7][CH2:8]2)[cH:9][o:11][cH:12][n:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][o:15][cH:16][n:14]1)[NH2:5].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][o:15][cH:16][n:14]3)[CH2:6][O:7][CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][o:16][cH:17][n:15]1)[NH2:5].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][o:16][cH:17][n:15]3)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:11][o:13][cH:14][n:12]1)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:11][o:13][cH:14][n:12]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][o:16][cH:17][n:15]1)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][o:16][cH:17][n:15]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][o:15][cH:16][n:14]1)[NH2:5].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][o:15][cH:16][n:14]2)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][o:15][cH:16][n:14]1)[NH2:5].O=[CH:2][CH2:1][C:9]([F:10])([F:11])[F:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][o:15][cH:16][n:14]2)[CH2:6][O:7][CH2:8]1)[C:9]([F:10])([F:11])[F:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:15][cH:17][c:19]2[c:18]([cH:16]1)[cH:20][cH:22][cH:23][cH:21]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][c:19]4[c:18]([cH:16]3)[cH:20][cH:22][cH:23][cH:21]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][cH:18][c:20]2[c:19]([cH:17]1)[cH:21][cH:23][cH:24][cH:22]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][c:20]4[c:19]([cH:17]3)[cH:21][cH:23][cH:24][cH:22]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][cH:18][c:20]2[c:19]([cH:17]1)[cH:21][cH:23][cH:24][cH:22]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][c:20]4[c:19]([cH:17]3)[cH:21][cH:23][cH:24][cH:22]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:17][cH:19][c:21]2[c:20]([cH:18]1)[cH:22][cH:24][cH:25][cH:23]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:17][cH:19][c:21]4[c:20]([cH:18]3)[cH:22][cH:24][cH:25][cH:23]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][cH:16][c:18]2[c:17]([cH:15]1)[cH:19][cH:21][cH:22][cH:20]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]4[c:17]([cH:15]3)[cH:19][cH:21][cH:22][cH:20]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][cH:21][cH:19]2)[NH2:5].O=[CH:2][c:1]1[cH:9][o:11][cH:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][c:17]4[c:16]([cH:14]3)[cH:18][cH:20][cH:21][cH:19]4)[CH2:6][O:7][CH2:8]2)[cH:9][o:11][cH:12][n:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][cH:21][cH:19]2)[NH2:5].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][c:17]4[c:16]([cH:14]3)[cH:18][cH:20][cH:21][cH:19]4)[CH2:6][O:7][CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][cH:16][c:18]2[c:17]([cH:15]1)[cH:19][cH:21][cH:22][cH:20]2)[NH2:5].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]4[c:17]([cH:15]3)[cH:19][cH:21][cH:22][cH:20]4)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:11][cH:13][c:15]2[c:14]([cH:12]1)[cH:16][cH:18][cH:19][cH:17]2)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:11][cH:13][c:15]4[c:14]([cH:12]3)[cH:16][cH:18][cH:19][cH:17]4)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][cH:16][c:18]2[c:17]([cH:15]1)[cH:19][cH:21][cH:22][cH:20]2)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]4[c:17]([cH:15]3)[cH:19][cH:21][cH:22][cH:20]4)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][cH:21][cH:19]2)[NH2:5].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]3[c:16]([cH:14]2)[cH:18][cH:20][cH:21][cH:19]3)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][cH:21][cH:19]2)[NH2:5].O=[CH:2][CH2:1][C:9]([F:10])([F:11])[F:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]3[c:16]([cH:14]2)[cH:18][cH:20][cH:21][cH:19]3)[CH2:6][O:7][CH2:8]1)[C:9]([F:10])([F:11])[F:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:15][cH:17][c:19]2[c:18]([cH:16]1)[cH:20][cH:22][o:21]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:15][cH:17][c:19]4[c:18]([cH:16]3)[cH:20][cH:22][o:21]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([CH3:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][cH:18][c:20]2[c:19]([cH:17]1)[cH:21][cH:23][o:22]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][c:20]4[c:19]([cH:17]3)[cH:21][cH:23][o:22]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([Cl:15])[c:12]([Cl:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:16][cH:18][c:20]2[c:19]([cH:17]1)[cH:21][cH:23][o:22]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:16][cH:18][c:20]4[c:19]([cH:17]3)[cH:21][cH:23][o:22]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:17][cH:19][c:21]2[c:20]([cH:18]1)[cH:22][cH:24][o:23]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:17][cH:19][c:21]4[c:20]([cH:18]3)[cH:22][cH:24][o:23]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([O:15][CH3:16])[c:12]([Br:14])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][cH:16][c:18]2[c:17]([cH:15]1)[cH:19][cH:21][o:20]2)[NH2:5].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]4[c:17]([cH:15]3)[cH:19][cH:21][o:20]4)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][o:19]2)[NH2:5].O=[CH:2][c:1]1[cH:9][o:11][cH:12][n:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][c:17]4[c:16]([cH:14]3)[cH:18][cH:20][o:19]4)[CH2:6][O:7][CH2:8]2)[cH:9][o:11][cH:12][n:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][o:19]2)[NH2:5].O=[CH:2][c:1]1[n:9][cH:11][cH:12][s:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:13][cH:15][c:17]4[c:16]([cH:14]3)[cH:18][cH:20][o:19]4)[CH2:6][O:7][CH2:8]2)[n:9][cH:11][cH:12][s:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][cH:16][c:18]2[c:17]([cH:15]1)[cH:19][cH:21][o:20]2)[NH2:5].O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]4[c:17]([cH:15]3)[cH:19][cH:21][o:20]4)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:11][cH:13][c:15]2[c:14]([cH:12]1)[cH:16][cH:18][o:17]2)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:11][cH:13][c:15]4[c:14]([cH:12]3)[cH:16][cH:18][o:17]4)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:14][cH:16][c:18]2[c:17]([cH:15]1)[cH:19][cH:21][o:20]2)[NH2:5].O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][CH:4]([c:3]3[cH:14][cH:16][c:18]4[c:17]([cH:15]3)[cH:19][cH:21][o:20]4)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:13][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][o:19]2)[NH2:5].O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]3[c:16]([cH:14]2)[cH:18][cH:20][o:19]3)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][CH:4]([c:3]1[cH:13][cH:15][c:17]2[c:16]([cH:14]1)[cH:18][cH:20][o:19]2)[NH2:5].O=[CH:2][CH2:1][C:9]([F:10])([F:11])[F:12]>>[CH2:1]([CH:2]1[NH:5][CH:4]([c:3]2[cH:13][cH:15][c:17]3[c:16]([cH:14]2)[cH:18][cH:20][o:19]3)[CH2:6][O:7][CH2:8]1)[C:9]([F:10])([F:11])[F:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:18][O:19][CH2:20][CH2:21]1.O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:18][O:19][CH2:20][CH2:21]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18][CH2:19]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18][CH2:19]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18][CH2:19]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18][CH2:19]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:17][O:18][CH2:19][CH2:20]1.O=[CH:2][c:1]1[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:17][O:18][CH2:19][CH2:20]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18][CH2:19]1.O=[CH:2][c:1]1[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18][CH2:19]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18][CH2:19]1.O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18][CH2:19]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][CH2:16][CH2:17]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][CH2:16][CH2:17]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][CH2:16][CH2:17]1.O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][CH2:16][CH2:17]3)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][O:14][CH2:15][CH2:16]1.O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][O:14][CH2:15][CH2:16]2)[CH2:6][O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][O:14][CH2:15][CH2:16]1.O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][O:14][CH2:15][CH2:16]2)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:12][O:13][CH2:14][CH2:15]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:12][O:13][CH2:14][CH2:15]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][CH2:16][CH2:17]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][CH2:16][CH2:17]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,0
